STATE/UT,DISTRICT,TEHSIL,VILLAGE,SITE,WELL DEPTH,AQUIFER,pH,electrical conductivity,TDS (mg/l),Total Hardness (mg/l),Calcium (mg/l),Magnesium (mg/l),Sodium (mg/l),Potassium (mg/l),Carbonate (mg/l),Bicarbonate (mg/l),Sulphate (mg/l),Chloride (mg/l),Fluoride (mg/l),Nitrate (mg/l),Sodium (mg/l),LATITUDE,LONGITUDE,WELL TYPE,Jan-23,May-22,Aug-22,Nov-22
Odisha,Debagarh,Tileibani,Tileibani,Tileibani,50.08,Qtz./Schist,6.409483738,1.311088778,0.199794263,0.081046348,126.998,20.12979226,291.5753836,13.67273282,3.721088055,62.15379614,55.9645364,63.20069166,0.911327603,29.5619898,129.7963514,21.5458,84.6022,Dug Well,5.88,6.93,1.03,3.38
Odisha,Dhenkanal,Bhuban,Goda,Goda,50.08,Qtz./Schist,6.409483738,0.692070878,0.153181864,0.102748341,126.998,19.24398627,291.5753836,13.09552412,7.089023988,150.6526245,49.52028601,70.97710663,0.867569334,5.604322869,139.2123469,20.9208,85.7667,Dug Well,7.19,8.02,1.47,1.86
Odisha,Dhenkanal,Bhuban,Mathakaragola,Mathakaragola,50.08,Qtz./Schist,6.409483738,1.45906013,0.210824006,0.223660969,126.998,17.17692074,291.5753836,12.85336032,8.527432444,63.03569138,56.21972609,83.77083592,0.730766825,17.21803107,111.904754,20.9003,85.6864,Dug Well,7.74,8.55,6.0,7.1
Odisha,Dhenkanal,Bhuban,Samole,Samole,50.08,Qtz./Schist,6.409483738,1.147573883,0.198889306,0.060774125,126.998,18.09037508,291.5753836,12.78686864,8.097685272,115.7939627,29.53245064,102.7003864,0.729923731,31.85306051,133.7733164,20.9153,85.7986,Dug Well,6.11,3.65,0.5,1.2
Odisha,Dhenkanal,Gandia,Gondia,Gondia1,50.08,Qtz./Schist,6.409483738,1.512531479,0.192589117,0.100692674,126.998,20.95442467,291.5753836,12.67722087,9.186918288,163.3889247,19.73992759,90.7233066,0.796747637,12.1827948,136.0794033,20.7639,85.8017,Dug Well,2.56,3.64,0.64,1.09
Odisha,Dhenkanal,Gandia,Mandar,Mandar,50.08,Qtz./Schist,6.409483738,1.705738972,0.139001066,0.125100515,126.998,20.03632121,291.5753836,11.78760089,9.490866114,126.6374214,48.88185199,59.18668928,0.97535642,45.22935828,135.7195424,20.8444,85.8572,Dug Well,3.9,4.69,0.59,2.19
Odisha,Dhenkanal,Gandia,Sading,Sading,50.08,Qtz./Schist,6.409483738,0.777060883,0.137914694,0.169176118,126.998,19.58815201,291.5753836,10.6064509,8.78720628,163.4382767,32.34911097,115.4358019,0.760574464,16.25551524,122.289413,20.8083,85.8383,Dug Well,5.41,5.62,0.92,4.52
Odisha,Dhenkanal,Hindol,Babandh,Babandh,50.08,Qtz./Schist,6.409483738,1.261464462,0.153618748,0.079485733,126.998,18.65034392,291.5753836,13.53201945,3.913699035,56.85275596,18.2246836,70.51489754,0.998249979,36.25498432,113.3350999,20.7206,85.4297,Dug Well,3.2,3.78,0.48,2.48
Odisha,Dhenkanal,Hindol,Balmi,Balmi,50.08,Qtz./Schist,6.409483738,0.744284572,0.16840445,0.129572294,126.998,19.39027242,291.5753836,7.947671786,2.596135411,153.3813333,54.58556115,106.9210522,0.812288795,16.16048432,114.6162549,20.7061,85.3258,Dug Well,11.49,11.92,3.12,5.42
Odisha,Dhenkanal,Hindol,Karanda,Karanda,50.08,Qtz./Schist,6.409483738,1.08096386,0.18730084,0.129305992,126.998,20.2464883,291.5753836,13.04898472,2.578540944,135.3480582,24.96946514,112.7966293,0.742338623,23.6365159,105.5500171,20.7156,85.3378,Dug Well,4.0,5.47,0.92,1.92
Odisha,Dhenkanal,Kamakshaya Nagar,Alnaberini,Alnaberini 1,50.08,Qtz./Schist,6.409483738,1.679923023,0.127692771,0.073463275,126.998,20.16572537,291.5753836,10.99346395,7.634419201,85.92415072,48.39426467,88.4413277,0.754308006,44.76880552,138.0302444,20.8108,85.5403,Dug Well,7.91,10.6,2.2,5.15
Odisha,Dhenkanal,Kamakshaya Nagar,Baisingha,Baisingha,50.08,Qtz./Schist,6.409483738,0.869651703,0.220668625,0.082845341,126.998,19.57498083,291.5753836,10.33293421,3.553997039,79.50124637,49.87377923,72.54134586,0.983657643,29.84473924,137.8194834,20.9139,85.5931,Dug Well,5.46,7.7,0.7,3.5
Odisha,Dhenkanal,Kamakshaya Nagar,Hatwari,Hatwari,50.08,Qtz./Schist,6.409483738,1.042802709,0.13076836,0.181089354,126.998,18.16447768,291.5753836,11.03084428,2.719055981,180.5430517,18.5236039,95.72750493,1.000600735,9.736565405,136.4847016,20.9097,85.6333,Dug Well,4.71,5.16,2.01,3.51
Odisha,Dhenkanal,Kamakshaya Nagar,Kamakyanagar-Ii,Kamakyanagar,50.08,Qtz./Schist,6.409483738,1.395631366,0.144260364,0.167316163,126.998,19.38385746,291.5753836,11.39896077,7.456092329,151.8681514,58.00291639,101.1099968,0.806397159,37.65665121,108.6894077,20.9314,85.5492,Dug Well,6.01,3.8,1.2,2.9
Odisha,Dhenkanal,Kamakshaya Nagar,Mahulpal,Mahulpal,50.08,Qtz./Schist,6.409483738,1.394438448,0.158777481,0.125679839,126.998,18.88712085,291.5753836,7.07908803,4.755822126,112.9834525,26.88219431,76.92371786,0.934140418,28.86425348,118.4645647,20.8947,85.5406,Dug Well,4.06,7.93,0.61,2.5
Odisha,Dhenkanal,Kankada Had,Batgaon,Batgaon,50.08,Qtz./Schist,6.409483738,1.375540591,0.160492631,0.223952079,126.998,20.90123722,291.5753836,8.785265785,3.96398334,151.7735531,45.76872004,90.7961121,0.833496617,11.4095606,106.1428463,20.9958,85.5875,Dug Well,3.97,6.36,3.16,4.16
Odisha,Dhenkanal,Kankada Had,Kankadahad,Kankadahad,50.08,Qtz./Schist,6.409483738,1.157757189,0.209155175,0.184402214,126.998,20.87767358,291.5753836,7.252421765,4.066843344,156.5619192,51.17137445,68.5024274,1.011225391,30.38026467,115.5614602,21.0694,85.5719,Dug Well,7.26,7.23,2.28,6.68
Odisha,Dhenkanal,Odapada,Balrampur,Balrampur,50.08,Qtz./Schist,6.409483738,1.329403439,0.246121362,0.079733822,126.998,19.1473827,291.5753836,10.89584121,2.109907014,63.07737199,12.05071221,95.788689,1.028211579,29.7337935,106.5805753,20.6822,85.4967,Dug Well,2.68,3.87,0.57,0.97
Odisha,Dhenkanal,Odapada,Dhaulpur,Dhaulpur,50.08,Qtz./Schist,6.409483738,1.167601242,0.181223992,0.081741309,126.998,20.32996586,291.5753836,9.833380056,8.059722878,158.1682317,59.27195339,95.52970678,0.722273151,32.89784755,133.7113726,20.7944,85.3569,Dug Well,2.61,4.0,0.15,0.26
Odisha,Dhenkanal,Odapada,Motanga,Motanga,50.08,Qtz./Schist,6.409483738,0.948369917,0.169876193,0.135977227,126.998,19.87758974,291.5753836,7.813294811,5.559385533,152.6255315,21.27329887,104.498911,0.86516166,12.7575987,105.2957794,20.8014,85.3119,Dug Well,5.65,7.12,2.04,3.34
Odisha,Dhenkanal,Parajang,Badajhara,Badajhara,50.08,Qtz./Schist,6.409483738,0.936968648,0.222076026,0.108679377,126.998,19.30737972,291.5753836,8.66927382,3.701698845,173.6245624,58.44678557,44.3871937,0.896978879,29.34686656,126.3039893,20.9414,85.3919,Dug Well,3.34,4.64,0.97,1.44
Odisha,Dhenkanal,Parajang,Muktaposi,Muktaposi,50.08,Qtz./Schist,6.409483738,1.412916302,0.184552183,0.096316458,126.998,20.55820735,291.5753836,8.68941667,8.738153246,70.09853039,22.83537776,65.05408939,1.011260329,10.1630062,123.0708884,20.9375,85.4125,Dug Well,2.78,5.42,0.1,0.42
Odisha,Dhenkanal,Parajang,Parjang,Parjang1,50.08,Qtz./Schist,6.409483738,0.924021515,0.175737738,0.089325968,126.998,19.86481874,291.5753836,12.3800625,2.707549396,44.04142049,54.08067797,47.61781879,0.80873261,33.02701072,145.5013643,20.9217,85.3181,Dug Well,3.3,4.79,0.59,1.19
Odisha,Dhenkanal,Sadar,Baldiabandh,Baldiabandh,50.08,Qtz./Schist,6.409483738,0.950601049,0.209164103,0.293712496,126.998,19.56484569,291.5753836,10.52181033,5.024177415,169.7793649,59.06867626,114.957074,0.716713514,18.7001948,140.8623688,20.5978,85.6525,Dug Well,6.59,7.24,4.89,5.64
Odisha,Dhenkanal,Sadar,Bandhnuagaon,Bandhnuagaon,50.08,Qtz./Schist,6.409483738,1.266807752,0.270284703,0.301983366,126.998,19.12899717,291.5753836,8.28328752,5.840049169,169.1820205,10.41274324,93.71908845,0.973570562,5.373564249,138.3853109,20.7117,85.6972,Dug Well,4.08,6.58,1.28,2.43
Odisha,Dhenkanal,Sadar,Bhapur,Bhapur2,50.08,Qtz./Schist,6.409483738,1.399724588,0.161952057,0.199812104,126.998,20.02346486,291.5753836,13.03636664,4.711203562,59.9945972,41.72407778,103.8698021,0.8661565,13.31907042,137.5274351,20.5625,85.4931,Dug Well,3.72,3.5,0.3,1.2
Odisha,Dhenkanal,Sadar,Dhenkanal,Dhenkanal,50.08,Qtz./Schist,6.409483738,1.376907105,0.243985057,0.113710573,126.998,19.82851403,291.5753836,12.49591095,2.958988087,145.0971325,30.07776566,65.53296885,1.020157598,36.90317001,115.9697556,20.6539,85.5989,Dug Well,2.38,2.44,1.59,2.04
Odisha,Dhenkanal,Sadar,Gangutia,Gangutia,50.08,Qtz./Schist,6.409483738,1.281189092,0.207855826,0.077376359,126.998,18.66851668,291.5753836,7.585045667,6.177982789,80.95540308,17.20491547,65.18107022,0.735199377,10.85738506,110.002174,20.7175,85.5617,Dug Well,5.79,5.87,3.02,4.77
Odisha,Dhenkanal,Sadar,Jhumpuria,Jhumpuria,50.3,Qtz./Schist,6.409483738,0.967580781,0.228979448,0.054527352,126.998,19.79895764,291.5753836,13.14049931,9.249831738,111.7528953,52.63768076,41.29230568,0.729580338,31.05270296,128.6814162,20.5328,85.4853,Dug Well,3.9,4.88,1.32,2.48
Odisha,Dhenkanal,Sadar,Mahulpunja,Mahulpunja,51.31,Qtz./Schist,6.409483738,1.968930234,0.183812365,0.08490552,126.998,19.34303175,291.5753836,9.137092125,5.963817721,67.27117314,48.70230172,42.36845142,0.779359412,20.29580893,127.8864633,20.5519,85.4758,Dug Well,3.77,5.15,2.22,2.33
Odisha,Dhenkanal,Sadar,Samacharanapur,Samacharanapur,50.97,Qtz./Schist,6.409483738,1.453635466,0.16413841,0.146146559,126.998,19.70533864,291.5753836,12.38136341,6.252439193,70.09795051,31.39814422,57.22614924,0.794470595,21.49097064,132.4437461,20.6375,85.6164,Dug Well,5.01,5.95,1.65,2.5
Odisha,Dhenkanal,Sadar,Shankarpur,Shankarpur,49.03,Unconfined,6.409483738,2.27181386,0.218623503,0.172669706,126.998,18.99331786,291.5753836,9.496721286,2.073819643,78.79660277,28.73839324,75.58458857,0.863118707,31.17289684,122.7938368,20.6039,85.545,Dug Well,3.01,3.76,1.74,1.96
Odisha,Gajapati,Guma,Gumma,Gumma,48.76,Unconfined,6.409483738,1.25524138,0.180463104,0.160617289,126.998,20.4709838,291.5753836,12.00097595,3.961399465,175.6120403,59.72135559,61.85922515,0.799501543,28.61990639,109.6289911,18.9803,84.0206,Dug Well,9.36,11.45,7.35,9.05
Odisha,Gajapati,Guma,Parasamba,Parasamba,48.76,Unconfined,6.409483738,0.924683123,0.174740281,0.050082791,126.998,19.06033681,291.5753836,8.212709713,9.282468453,118.1178697,52.77875492,44.37125915,0.890534009,28.86967507,123.447906,18.8447,84.0533,Dug Well,3.28,5.6,1.98,2.8
Odisha,Gajapati,Kashinagara,Kasinagar,Kasinagar,48.83,Unconfined,6.409483738,1.690858146,0.198266376,0.223730987,126.998,19.32432567,291.5753836,13.53240809,7.243784434,110.2484072,55.64418584,109.574521,0.943543431,40.40169047,103.1341186,18.8561,83.88,Dug Well,3.35,5.7,1.63,2.47
Odisha,Gajapati,Mohana,Adaba,Adaba,48.86,Unconfined,6.409483738,1.309410078,0.246600818,0.170897167,126.998,19.45225676,291.5753836,10.51330654,5.941008176,107.3118873,37.52722572,56.25372279,0.789479777,33.42989665,103.4351057,19.4894,84.1822,Dug Well,3.97,4.36,1.91,2.81
Odisha,Gajapati,Mohana,Bada Khoni,Bada Khoni,48.95,Qtz./Schist,6.409483738,1.366132095,0.226663058,0.157990508,126.998,20.2869838,291.5753836,9.698504523,5.514156367,78.81992717,15.59924664,45.19807065,0.897980863,10.58234528,143.0666255,19.4817,84.2908,Dug Well,3.01,4.5,2.54,2.4
Odisha,Gajapati,Mohana,Chandiput,Chandiput 1,48.95,Qtz./Schist,6.409483738,0.989318581,0.196724052,0.05781504,126.998,18.39686984,291.5753836,9.575998231,5.802000186,87.33371084,57.72777199,69.55138434,0.736176052,24.43152952,110.6649929,19.365,84.3006,Dug Well,3.9,5.03,1.65,3.55
Odisha,Gajapati,Mohana,Chandragiri,Chandragiri 1,48.95,Qtz./Schist,6.409483738,0.780809783,0.16310564,0.100085185,126.998,20.19006901,291.5753836,10.10690293,7.479811112,42.16881335,56.6297864,71.18187585,0.691843496,21.49986419,135.0429495,19.3058,84.2864,Dug Well,5.83,5.95,3.55,4.95
Odisha,Gajapati,Mohana,Damadua,Damadua,48.95,Qtz./Schist,6.409483738,1.099820419,0.27634785,0.130362547,126.998,18.17694395,291.5753836,11.17244084,1.869038923,62.98956268,28.87573486,106.4132975,0.74574683,29.96485968,110.5327939,19.5561,84.16,Dug Well,2.05,4.4,0.35,1.73
Odisha,Gajapati,Mohana,Kirama,Kirama,49.19,Qtz./Schist,6.409483738,1.070877633,0.241820603,0.131325773,126.998,17.57048922,291.5753836,8.278922175,9.144174927,71.58800843,28.2056079,43.64906279,1.015515006,28.92479347,145.0036877,19.4378,84.3114,Dug Well,3.12,5.2,2.2,3.05
Odisha,Gajapati,Mohana,Ladurma,Ladruma,50.45,Qtz./Schist,6.409483738,1.352238974,0.171724833,0.116519694,126.998,18.44379974,291.5753836,10.84987413,8.274737304,45.67491973,10.64501407,107.099908,0.892091701,39.04917596,108.9058732,19.4553,84.2653,Dug Well,3.16,8.75,3.19,5.55
Odisha,Gajapati,Mohana,Lillygada,Lillygada,50.39,Qtz./Schist,6.409483738,1.68056657,0.212231168,0.093092443,126.998,19.88330358,291.5753836,11.13598673,3.562766773,154.8869164,44.97630852,89.53958859,0.988217048,13.99015101,104.5308809,19.4286,84.2842,Dug Well,2.95,3.8,2.35,2.43
Odisha,Gajapati,Mohana,Luhaguda,Luhaguda,49.61,Qtz./Schist,6.409483738,1.022656288,0.175976991,0.194756938,126.998,18.71519049,291.5753836,8.043009079,8.527594994,111.9114832,23.19744891,67.3540845,0.940939965,45.28459381,120.3118031,19.4594,84.3625,Dug Well,3.5,7.1,1.5,2.95
Odisha,Gajapati,Mohana,Madhura-Amba,Madhura-Amba,49.67,Qtz./Schist,6.409483738,1.439933947,0.19185239,0.133093041,126.998,20.16577696,291.5753836,10.13459194,9.104092759,139.8595611,54.35972745,94.61426584,0.776040502,31.58181253,137.17521,19.4483,84.3481,Dug Well,3.13,2.2,0.58,0.85
Odisha,Gajapati,Mohana,Mohana,Mohana,49.61,Qtz./Schist,6.409483738,1.55011045,0.158982477,0.099414518,126.998,21.04581839,291.5753836,10.69315224,6.036054272,86.59678146,36.18255335,68.50459215,0.903735841,39.10977954,119.855642,19.4383,84.2683,Dug Well,7.43,8.78,1.13,1.73
Odisha,Gajapati,Mohana,Santhi Nagar,Santhi Nagar,49.19,Qtz./Schist,6.409483738,1.000605981,0.267490648,0.102156431,126.998,19.12485304,291.5753836,12.48851145,4.017264031,180.6709681,37.57893381,40.95181835,0.927081318,29.71613339,127.6055145,19.4597,84.2172,Dug Well,2.71,3.6,1.15,2.2
Odisha,Gajapati,Mohana,Taramala,Taramala,46.73,Qtz./Schist,6.409483738,1.249420259,0.23069988,0.170969587,126.998,19.02849672,291.5753836,7.636841478,3.765957277,103.9036205,48.26884595,79.63311608,0.762702693,32.52813365,109.6048946,19.3867,84.3064,Dug Well,1.86,2.7,1.05,1.2
Odisha,Gajapati,Mohana,Zubagaon,Zubagaon,63.31183333,Qtz./Schist,6.409483738,1.103032976,0.126554119,0.138299059,126.998,19.43749422,291.5753836,7.708960417,3.771748268,79.11874606,35.36335616,62.17352454,0.865436921,22.10826715,126.0785625,19.3267,84.3028,Dug Well,4.52,4.97,1.42,2.22
Odisha,Gajapati,Nuagada,Khajuripara,Khajuripara,119.8559167,Qtz./Schist,6.409483738,1.239925225,0.261413814,0.084648595,126.998,19.75828226,291.5753836,11.43764096,1.701952435,103.4962432,56.6330621,57.45510512,0.878527305,7.598977355,130.9089763,19.0653,84.0928,Dug Well,3.54,3.54,1.64,2.64
Odisha,Gajapati,Nuagada,Nuagarh,Nuagada,119.9059167,Qtz./Schist,6.409483738,1.146762385,0.193475695,0.150731635,126.998,20.49039372,291.5753836,12.9655839,3.770707657,178.5433985,23.34576149,54.82888515,0.745971203,26.92978814,119.206615,19.0992,84.0483,Dug Well,1.86,3.45,1.7,1.73
Odisha,Gajapati,Parlakhemundi,Appalanaidu,Appalanaidupetta,53.3,Unconfined,6.409483738,1.706153146,0.18403459,0.09043826,126.998,18.72798337,291.5753836,8.793271688,6.868788991,44.43569221,12.25103755,66.21092115,0.904244847,11.05680011,136.2843214,18.8406,83.9192,Dug Well,2.11,3.29,0.83,0.95
Odisha,Gajapati,Parlakhemundi,Garapanth,Garabandh,53.3,Unconfined,6.409483738,1.736832737,0.250115832,0.229235539,126.998,17.80899505,291.5753836,9.362175873,9.433757043,121.6491554,14.92959471,80.41293271,0.879091552,28.5926288,122.087189,18.8303,84.2822,Dug Well,1.9,3.6,1.35,1.8
Odisha,Gajapati,Parlakhemundi,Gosani,Gosani,48.05,Unconfined,6.409483738,1.392861215,0.205916141,0.132328955,126.998,20.01390042,291.5753836,12.12613006,7.652031436,143.32386,44.30148664,62.23257005,0.835453919,37.14480492,135.0707413,18.8125,84.2456,Dug Well,1.98,2.01,1.08,1.31
Odisha,Gajapati,Parlakhemundi,Kantragada,Kantragada,48.72,Unconfined,6.409483738,0.851551634,0.197824293,0.127047583,126.998,19.67360495,291.5753836,12.14877405,2.860748633,111.1697279,30.90685957,74.75595116,0.964715043,18.7153885,127.417698,18.8581,84.1906,Dug Well,2.45,5.3,0.8,2.1
Odisha,Gajapati,Parlakhemundi,Kattalakanita,Kattalakanita,48.64,Unconfined,6.409483738,1.139322205,0.230330185,0.099390379,126.998,20.07872198,291.5753836,13.64587013,8.911177462,118.1111373,24.66639765,104.9551932,0.701637589,32.1547114,119.6611801,18.8106,84.1428,Dug Well,1.94,4.73,1.08,1.93
Odisha,Gajapati,Parlakhemundi,Lavanya Khotta,Lavanya Khotta,47.42,Unconfined,6.409483738,1.116775888,0.201056958,0.074189482,126.998,18.33628558,291.5753836,12.92288841,9.393049486,42.18326075,43.88649317,86.50238072,0.691877954,15.73491596,116.6516722,18.8164,84.3311,Dug Well,3.13,3.08,0.09,0.03
Odisha,Gajapati,Parlakhemundi,Narayanpur,Narayanpur,49.19,Qtz./Schist,6.409483738,1.291904389,0.212249077,0.161790381,126.998,19.32757342,291.5753836,9.985760816,5.552913173,131.9602782,31.81057715,95.91600492,0.875273382,9.599306258,145.6826277,18.8736,84.1919,Dug Well,4.78,5.83,2.4,3.21
Odisha,Gajapati,Parlakhemundi,Parlakhemundi,Parlakhemundi,49.4,Qtz./Schist,6.409483738,0.95621098,0.151225695,0.145466267,126.998,18.86523561,291.5753836,13.19142889,9.313629694,44.14490527,34.06555792,40.61483737,0.941383892,8.301070532,111.5891799,18.7708,84.1042,Dug Well,3.25,3.0,1.78,2.25
Odisha,Gajapati,Parlakhemundi,Raygarh,Raygarh,49.7,Qtz./Schist,6.409483738,0.889080311,0.146202881,0.081094066,126.998,19.18890836,291.5753836,10.11982873,3.262219148,77.97301056,22.09793852,92.52653931,0.882141924,11.32474409,117.5590952,18.8875,84.1611,Dug Well,1.99,2.43,1.51,1.71
Odisha,Gajapati,Parlakhemundi,Tattipati,Tattipati,50.75,Qtz./Schist,6.409483738,1.195761975,0.184670946,0.072756342,126.998,20.19408609,291.5753836,8.485781922,9.539655341,131.9339126,11.60331007,69.20868576,0.990957453,38.54387583,124.8786205,18.8317,84.21,Dug Well,2.31,5.95,1.4,1.83
Odisha,Gajapati,R.Udaygiri,R.Udaygiri,R.udaygiri,50.6,Qtz./Schist,6.409483738,1.119263181,0.239131549,0.085705725,126.998,20.57657142,291.5753836,7.524195064,2.524545938,147.2280038,18.12339068,70.92334637,0.767776095,8.979444036,136.6226409,19.155,84.1458,Dug Well,7.45,8.15,3.0,7.1
Odisha,Ganjam,Asika,Aska,Aska 1,48.99,Qtz./Schist,6.409483738,1.253617504,0.231220517,0.094011979,126.998,20.4557673,291.5753836,8.731869632,5.424112948,41.20501674,22.22241423,56.31317133,0.765061692,7.672470579,115.4657546,19.6111,84.6686,Dug Well,1.4,2.5,0.92,1.26
Odisha,Ganjam,Asika,Badakholi,Badakholi,46.45,Qtz./Schist,6.409483738,0.934981467,0.256685598,0.105004159,126.998,18.8711467,291.5753836,8.399625779,3.783028537,52.27938903,29.55641091,55.9946198,0.929313334,43.5359553,113.6690155,19.7089,84.7017,Dug Well,2.75,2.34,2.27,2.51
Odisha,Ganjam,Asika,Bhetnai,Bhetnai,46.49,Unconfined,6.409483738,0.667602167,0.207160512,0.186532303,126.998,19.17628222,291.5753836,10.20325203,5.605477153,158.9977464,22.36550057,76.68643409,0.793529458,8.78623153,106.0244417,19.6794,84.6964,Dug Well,1.94,3.83,0.53,1.63
Odisha,Ganjam,Asika,Cheramaria,Cheramaria,46.7,Unconfined,6.409483738,0.900960784,0.168577877,0.161853542,126.998,18.96964687,291.5753836,12.86002733,2.08713824,89.03065694,12.16565365,39.96595898,1.003716714,26.11546097,124.6144054,19.5625,84.6922,Dug Well,3.25,2.8,2.31,2.48
Odisha,Ganjam,Asika,K.Nuagan,K.nuagan,46.07,Unconfined,6.409483738,1.391115154,0.198839501,0.115838668,126.998,19.43236916,291.5753836,9.854275808,2.770809542,130.8653707,21.44736801,94.56920796,0.985540142,31.08971938,130.4264876,19.6278,84.6556,Dug Well,0.83,3.18,1.28,0.58
Odisha,Ganjam,Asika,Khandrabali,Khandrabali,46.07,Unconfined,6.409483738,1.791580431,0.241253877,0.193664901,126.998,18.76848224,291.5753836,8.606967489,3.05633185,86.36192874,38.95928858,62.25147781,0.964477729,15.66842682,123.1839994,19.7192,84.6408,Dug Well,2.3,3.25,1.47,2.05
Odisha,Ganjam,Asika,Mundamarai,Mundamarai,46.25,Unconfined,6.409483738,1.371474673,0.272305075,0.117221494,126.998,19.36210305,291.5753836,7.900460229,4.545708751,127.3814164,21.33607728,51.89310558,1.012231063,15.49106221,120.3488657,19.6381,84.6039,Dug Well,1.28,1.13,0.38,0.48
Odisha,Ganjam,Asika,Nuagaon,Nuagaon3,46.28,Unconfined,6.409483738,1.137223664,0.208878354,0.073420815,126.998,18.93620776,291.5753836,12.92335388,1.800292609,77.78132424,11.30956499,52.67447634,0.997671722,17.15985565,123.8356423,19.6167,84.6881,Dug Well,2.96,2.7,0.7,2.15
Odisha,Ganjam,Bellaguntha,Ambapua,Ambapua 1,46.55,Unconfined,6.409483738,1.237348443,0.157640758,0.095500959,126.998,20.20468945,291.5753836,11.88186283,5.707891339,175.0818285,12.14045948,66.92556849,0.872545459,18.22480298,140.7866068,19.8614,84.6456,Dug Well,0.8,2.18,0.5,0.5
Odisha,Ganjam,Bellaguntha,Balipadar,Balipadar,47.6,Qtz./Schist,6.409483738,1.196800487,0.209734623,0.051245482,126.998,18.79994698,291.5753836,9.16100858,4.828102514,142.0879456,34.39898376,112.2628246,0.902557061,10.27573958,129.4957016,19.7356,84.7106,Dug Well,0.7,3.65,0.1,0.45
Odisha,Ganjam,Bellaguntha,Belaguntha,Belaguntha1,48.35,Qtz./Schist,6.409483738,1.737434578,0.201803405,0.111020873,126.998,19.26728358,291.5753836,12.85729394,5.007715405,150.5082543,40.30207877,59.54908398,0.758448919,34.44550705,130.8511621,19.8817,84.6394,Dug Well,1.8,4.34,0.94,1.56
Odisha,Ganjam,Bellaguntha,Buguda,Buguda1,49.82,Qtz./Schist,6.409483738,1.481846351,0.169178029,0.124190077,126.998,19.59740015,291.5753836,13.60527807,4.957098911,110.0267329,58.76694178,68.54123529,0.712541395,37.96126774,102.5329902,19.8097,84.7903,Dug Well,2.85,3.25,2.1,2.3
Odisha,Ganjam,Bellaguntha,Gobara,Gobara,49.76,Qtz./Schist,6.409483738,1.099937215,0.172830062,0.090688814,126.998,18.90603756,291.5753836,8.594787931,8.711489016,112.6549541,23.75275092,70.13474153,0.954613408,26.91814546,133.1542227,19.8264,84.6,Dug Well,1.75,6.9,0.75,1.25
Odisha,Ganjam,Bellaguntha,Kalamb,Kalamba,49.7225,Qtz./Schist,6.409483738,1.612800891,0.217288934,0.319174104,126.998,19.14906651,291.5753836,8.526085229,9.685091919,150.8363661,48.95691057,56.58317807,0.989762943,13.64331278,109.6498962,19.7508,84.7044,Dug Well,4.32,7.12,1.0,2.8
Odisha,Ganjam,Bellaguntha,Karachuli,Karachuli,49.745,Qtz./Schist,6.409483738,0.86242856,0.148376355,0.074138069,126.998,20.00071298,291.5753836,11.41693219,2.882294319,61.33491444,22.24140699,68.06857832,0.805902338,20.29711064,140.7754346,19.9,84.8889,Dug Well,2.78,2.52,1.39,2.02
Odisha,Ganjam,Bellaguntha,Kontaipalli,Kontaipalli 1,49.745,Qtz./Schist,6.409483738,1.377715078,0.220426249,0.128516488,126.998,19.02135663,291.5753836,7.093122257,5.159977371,181.3816038,55.29874744,74.35415856,0.713023514,22.9923345,118.1478981,19.8878,84.58,Dug Well,2.43,4.12,0.54,1.45
Odisha,Ganjam,Bellaguntha,Mangalpur,Mangalpur2,49.3925,Qtz./Schist,6.409483738,0.969043687,0.151207173,0.19418742,126.998,19.58397683,291.5753836,9.269093113,6.01045915,169.9150912,39.78744192,92.64884854,0.768452914,13.45814721,112.3665557,19.8067,84.6639,Dug Well,2.18,4.06,0.56,1.98
Odisha,Ganjam,Bhanjanagar,Bhanjanagar-I,Bhanjanagar-i,47.06,Unconfined,6.409483738,0.843920367,0.253940645,0.106115695,126.998,19.60971698,291.5753836,12.69552197,2.471458269,108.7421646,23.03051933,59.45306348,0.888960238,18.64690639,109.3505312,19.9486,84.5833,Dug Well,2.2,3.69,1.19,1.49
Odisha,Ganjam,Bhanjanagar,Dadralunda,Dadralunda,45.74,Unconfined,6.409483738,0.929087062,0.204126514,0.082613596,126.998,19.86454369,291.5753836,11.06562162,7.237551996,182.5327519,15.14553949,64.0737942,1.00027646,34.69512512,103.8795628,20.0617,84.4889,Dug Well,3.39,5.05,1.5,3.05
Odisha,Ganjam,Bhanjanagar,Gallery,Gallery,45.68,Unconfined,6.409483738,1.275717909,0.155491824,0.1019373,126.998,18.79202437,291.5753836,6.990476341,5.760464217,56.09446222,34.47413674,92.89628645,0.923327711,19.24446475,109.4298859,20.0925,84.575,Dug Well,2.23,3.72,0.97,2.07
Odisha,Ganjam,Bhanjanagar,Mujhagarh,Mujhagarh,45.68,Unconfined,6.409483738,1.084517278,0.19099212,0.16810768,126.998,19.28347556,291.5753836,9.03939692,4.387676256,55.3162184,29.8095964,64.80234943,0.832427082,21.21467904,145.6120594,20.0167,84.5172,Dug Well,5.58,6.35,1.88,5.18
Odisha,Ganjam,Bhanjanagar,Tilisingi,Tilisingi,45.71,Unconfined,6.409483738,1.164100068,0.18296051,0.105177183,126.998,19.68220185,291.5753836,11.62775782,7.304339267,119.2883042,23.47498354,102.5265268,1.015929769,22.56128396,137.5746067,20.0189,84.6322,Dug Well,3.89,4.49,0.89,3.37
